query_id	doc_id	doc_score
1			329			0.3104169113651146
1			51			0.2824132587281046
1			573			0.2523071491174123
1			486			0.23291174530296724
1			14			0.19249002250335104
2			12			0.29405842467675525
2			14			0.260813280666882
2			51			0.22464908775424136
2			100			0.2041204343031422
2			172			0.1737076527980612
3			144			0.34351165734555067
3			90			0.24790795338908986
3			91			0.24616180532681764
3			1072			0.2402557051646182
3			5			0.20637206419981508
4			1061			0.3349353002662598
4			185			0.24300989006690277
4			1275			0.2407416977851867
4			1189			0.20918473063633267
4			488			0.20466359832846054
5			401			0.27556960814399256
5			103			0.23496603259572982
5			625			0.20167140980972326
5			943			0.18681242722810207
5			1032			0.17498283642760845
6			491			0.2529671730911084
6			798			0.24900732508435186
6			640			0.20023855201806842
6			1282			0.19665248934580015
6			257			0.1924203615222624
7			1040			0.32218541970225156
7			492			0.31388945263237367
7			232			0.2520663379158778
7			124			0.24969659662935234
7			434			0.24872964533658937
8			443			0.33668130918895056
8			476			0.3072581959106574
8			1083			0.260209981561868
8			1322			0.24727578725669838
8			122			0.21314354296595
9			45			0.22258819200129698
9			571			0.20404358044873355
9			306			0.2012620049529521
9			989			0.17220275140809302
9			22			0.15741978083479402
10			493			0.39050512597877773
10			1199			0.22729895798112423
10			1009			0.22213455080101208
10			302			0.22105966873866037
10			949			0.2088381369651316
11			495			0.2699332717018975
11			556			0.22853976663100284
11			25			0.2042917661604135
11			72			0.17748391986447398
11			1280			0.1627651547884023
12			966			0.22885481712549063
12			704			0.21556560873464864
12			329			0.17182596701202796
12			270			0.17031201823862469
12			792			0.1679132340410139
13			496			0.6672505104756864
13			903			0.2770925973670555
13			520			0.2568000964657234
13			199			0.24673594055512363
13			643			0.19986508543755616
14			798			0.24810080926386735
14			170			0.17988387118827528
14			439			0.14519865221166464
14			1364			0.1338406988801945
14			1313			0.1334998360788048
15			462			0.6558878965627146
15			1025			0.22190879516920178
15			1097			0.19779434147688052
15			542			0.190142227486216
15			1043			0.17536949723121956
16			498			0.2674565962758543
16			1255			0.23068761809169253
16			1328			0.2194175731633895
16			927			0.18226570317606894
16			814			0.1608300546829097
17			1108			0.2692546680346776
17			94			0.20318159372154793
17			1301			0.18011842631347175
17			1281			0.17406704149074495
17			373			0.16658967716413675
18			927			0.24326481048578696
18			197			0.24235344048707436
18			234			0.22844874464600795
18			225			0.20067427660154108
18			498			0.19916307935605357
19			82			0.3063164633371471
19			140			0.22350533719043209
19			237			0.18088869304703367
19			1279			0.17425718013959987
19			706			0.16894530572310076
20			500			0.3259618891617115
20			270			0.2692212802179984
20			458			0.1726655636454347
20			584			0.1688899773204144
20			625			0.16563970935107164
21			502			0.18933927230120914
21			686			0.18186152451717524
21			68			0.18053390547883122
21			628			0.17299413208027584
21			1134			0.16148517435417298
